0.51753217	0.5360971	
1.0	1.0	
0.6715647	0.7121399	
0.72819704	0.5473666	
0.67238855	0.7560356	
0.67844284	0.7867527	
0.6390229	1.0000001	
0.7731116	1.0	
0.63428926	0.648979	0.5829689	
0.72819704	0.73503953	
0.6107735	1.0	
0.56520706	0.38712108	
0.88411933	0.76490766	
1.0	0.57979965	
0.7083819	0.61020744	
0.8042108	0.9999999	
0.70996505	0.46679202	
0.71166	0.6528726	
0.63428926	0.66476095	
0.59827214	1.0	
0.50530297	0.7082543	
0.7039298	0.7757667	
1.0	1.0	
0.74294585	0.6961064	
0.87035763	0.99999994	
0.7196347	0.74688494	
0.73656887	0.78553563	
0.4104216	0.4104216	0.74480534	
1.0	1.0	1.0	
0.56520706	0.6860546	
0.6584701	0.6584701	
0.7444141	0.85444003	
1.0	0.7558127	
0.73863244	0.66824937	
0.6887419	0.7018343	
0.63904107	0.6817236	
0.7260131	0.7158946	0.73933387	
0.6390229	0.7715005	
0.7180676	0.6444145	
0.6402903	0.77829343	
0.7082543	0.99999994	
0.7878067	0.73798203	
0.7281035	0.7526503	
0.72061944	0.7262182	
0.99999994	0.69026464	
0.72527283	0.8190379	
0.71617246	1.0	
0.6390229	0.5246643	
1.0	0.75113976	
1.0	1.0	
0.7702351	0.51964855	
0.75253654	1.0	
0.63584906	0.71104974	
0.72527283	0.79032236	
0.6377223	0.99999994	
0.50530297	0.6490963	
0.5360971	1.0	
0.7157944	0.637129	
0.99999994	0.7615944	
0.78222114	0.7420613	
0.85234356	1.0	
0.76285374	0.7531318	
0.53376305	0.866975	
0.69222367	0.577816	
0.7444141	0.5370089	0.6292767	
0.67236274	0.7459593	
1.0	1.0	
0.86183685	0.7444141	
0.63018703	0.553482	
0.5162878	0.81883264	
0.82584345	1.0000001	
0.6786781	0.5220823	
0.75746495	1.0	
0.51750004	0.6228761	0.68720347	
1.0	0.72819704	
0.6272552	0.77446914	
0.6349833	0.6279571	
1.0	0.7321052	
0.68711746	1.0000001	
0.7740785	0.6867443	
0.73743683	0.7157944	
0.74480534	0.6325532	
0.7262182	0.84456927	0.73415637	
0.7444141	0.7083819	
0.553482	0.7128235	
1.0	0.7878067	
1.0	0.72819704	
0.81510544	0.8609613	
0.72819704	0.71104974	
0.72819704	0.47921926	
0.7466718	0.66789013	
0.61444765	0.58887696	
0.41338035	0.6837331	
1.0	0.72819704	
0.7355676	0.74688494	
1.0	0.73997915	
0.8190379	0.7925658	
0.72819704	0.74220204	
0.727953	0.7777952	
0.51377547	0.53376305	
1.0000001	0.5265653	
0.99999994	0.5982528	
0.77801335	0.70280254	
0.7254286	0.7884007	
0.5631014	0.7444141	
0.7321052	1.0	
0.74559516	0.57411283	
0.76596516	0.7839525	
0.71423304	0.6172766	
0.6780385	0.72537774	
0.5894735	0.57600707	
0.5803218	0.70223284	
0.9999999	0.7702351	
0.75074613	0.72819704	
0.69091034	0.66909987	
0.73717123	0.9092276	
0.55127954	0.36226147	
1.0	0.79314905	0.7398128	
1.0000001	0.39614606	
0.84456927	0.7734716	
0.71732825	0.8087195	
1.0000001	1.0	
